datetime,open,high,low,close,volume
2020-10-14 09:15:00,11917.4,11997.2,11822.15,11971.05,569244975.0
2020-10-15 09:15:00,12023.45,12025.45,11661.3,11680.35,608865026.0
2020-10-16 09:15:00,11727.4,11789.75,11667.85,11762.45,555765006.0
2020-10-19 09:15:00,11879.2,11898.25,11820.4,11873.05,541421011.0
2020-10-20 09:15:00,11861.0,11949.25,11837.25,11896.8,453560992.0
2020-10-21 09:15:00,11958.55,12018.65,11775.75,11937.65,623658009.0
2020-10-22 09:15:00,11890.0,11939.55,11823.45,11896.45,544901005.0
2020-10-23 09:15:00,11957.9,11974.55,11908.75,11930.35,502339994.0
2020-10-26 09:15:00,11937.4,11942.85,11711.7,11767.75,519815987.0
2020-10-27 09:15:00,11807.1,11899.05,11723.0,11889.4,616319025.0
2020-10-28 09:15:00,11922.6,11929.4,11684.85,11729.6,704018973.0
2020-10-29 09:15:00,11633.3,11744.15,11606.45,11670.8,554960028.0
2020-10-30 09:15:00,11678.45,11748.95,11535.45,11642.4,553673032.0
2020-11-02 09:15:00,11697.35,11725.65,11557.4,11669.15,568434033.0
2020-11-03 09:15:00,11734.45,11836.2,11723.3,11813.5,674303967.0
2020-11-04 09:15:00,11783.35,11929.65,11756.4,11908.5,667289977.0
2020-11-05 09:15:00,12062.4,12131.1,12027.6,12120.3,632454971.0
2020-11-06 09:15:00,12156.65,12280.4,12131.85,12263.55,576837976.0
2020-11-09 09:15:00,12399.4,12474.05,12367.35,12461.05,553450013.0
2020-11-10 09:15:00,12556.4,12643.9,12475.25,12631.1,847450997.0
2020-11-11 09:15:00,12680.6,12769.75,12571.1,12749.15,880474980.0
2020-11-12 09:15:00,12702.15,12741.15,12624.85,12690.8,622017970.0
2020-11-13 09:15:00,12659.7,12735.95,12607.7,12719.95,513949008.0
2020-11-14 18:00:00,12823.35,12828.7,12749.45,12780.25,107867996.0
2020-11-17 09:15:00,12932.5,12934.05,12797.1,12874.2,707676996.0
2020-11-18 09:15:00,12860.1,12948.85,12819.35,12938.25,731321008.0
2020-11-19 09:15:00,12839.5,12963.0,12745.75,12771.7,768752026.0
2020-11-20 09:15:00,12813.4,12892.45,12730.25,12859.05,663996989.0
2020-11-23 09:15:00,12960.3,12968.85,12825.7,12926.45,633117016.0
2020-11-24 09:15:00,13002.6,13079.1,12978.0,13055.15,571864973.0
2020-11-25 09:15:00,13130.0,13145.85,12833.65,12858.4,679005979.0
2020-11-26 09:15:00,12906.45,13018.0,12790.4,12987.0,549799002.0
2020-11-27 09:15:00,13012.05,13035.3,12914.3,12968.95,1162361045.0
2020-12-01 09:15:00,13062.2,13128.4,12962.8,13109.05,583633994.0
2020-12-02 09:15:00,13121.4,13128.5,12983.55,13113.75,717711999.0
2020-12-03 09:15:00,13215.3,13216.6,13107.9,13133.9,713688023.0
2020-12-04 09:15:00,13177.4,13280.05,13152.85,13258.55,640513999.0
2020-12-07 09:15:00,13264.85,13366.65,13241.95,13355.75,591722971.0
2020-12-08 09:15:00,13393.85,13435.45,13311.05,13392.95,543164989.0
2020-12-09 09:15:00,13458.1,13548.9,13449.6,13529.1,502604988.0
2020-12-10 09:15:00,13488.5,13503.55,13399.3,13478.3,553403023.0
2020-12-11 09:15:00,13512.3,13579.35,13402.85,13513.85,787707003.0
2020-12-14 09:15:00,13571.45,13597.5,13472.45,13558.15,558389985.0
2020-12-15 09:15:00,13547.2,13589.65,13447.05,13567.85,497600004.0
2020-12-16 09:15:00,13663.1,13692.35,13606.45,13682.7,462150992.0
2020-12-17 09:15:00,13713.55,13773.25,13673.55,13740.7,416008995.0
2020-12-18 09:15:00,13764.4,13772.85,13658.6,13760.55,519392985.0
2020-12-21 09:15:00,13741.9,13777.5,13131.45,13328.4,687254995.0
2020-12-22 09:15:00,13373.65,13492.05,13192.9,13466.3,696196989.0
2020-12-23 09:15:00,13473.5,13619.45,13432.2,13601.1,458651992.0
2020-12-24 09:15:00,13672.15,13771.75,13626.9,13749.25,471368008.0
2020-12-28 09:15:00,13815.15,13885.3,13811.55,13873.2,403633996.0
2020-12-29 09:15:00,13910.35,13967.6,13859.9,13932.6,439593992.0
2020-12-30 09:15:00,13980.9,13997.0,13864.95,13981.95,380680995.0
2020-12-31 09:15:00,13970.0,14024.85,13936.45,13981.75,452410016.0
2021-01-01 09:15:00,13996.1,14049.85,13991.35,14018.5,258090910.0
2021-01-04 09:15:00,14104.35,14147.95,13953.75,14132.9,494999306.0
2021-01-05 09:15:00,14075.15,14215.6,14048.15,14199.5,492475351.0
2021-01-06 09:15:00,14240.95,14244.15,14039.9,14146.25,632323310.0
2021-01-07 09:15:00,14253.75,14256.25,14123.1,14137.35,559173534.0
2021-01-08 09:15:00,14258.4,14367.3,14221.65,14347.25,613472076.0
2021-01-11 09:15:00,14474.05,14498.2,14383.1,14484.75,672878559.0
2021-01-12 09:15:00,14473.8,14590.65,14432.85,14563.45,929566949.0
2021-01-13 09:15:00,14639.8,14653.35,14435.7,14564.85,873956704.0
2021-01-14 09:15:00,14550.05,14617.8,14471.5,14595.6,620194955.0
2021-01-15 09:15:00,14594.35,14617.45,14357.85,14433.7,789557215.0
2021-01-18 09:15:00,14453.3,14459.15,14222.8,14281.3,762043564.0
2021-01-19 09:15:00,14371.65,14546.05,14350.85,14521.15,546108310.0
2021-01-20 09:15:00,14538.3,14666.45,14517.55,14644.7,623069954.0
2021-01-21 09:15:00,14730.95,14753.55,14517.25,14590.35,704646939.0
2021-01-22 09:15:00,14583.4,14619.9,14357.75,14371.9,776750367.0
2021-01-25 09:15:00,14477.8,14491.1,14218.6,14238.9,618631463.0
2021-01-27 09:15:00,14237.95,14237.95,13929.3,13967.5,660711145.0
2021-01-28 09:15:00,13810.4,13898.25,13713.25,13817.55,637871653.0
2021-01-29 09:15:00,13946.6,13966.85,13596.75,13634.6,753206100.0
2021-02-01 09:15:00,13758.6,14336.35,13661.75,14281.2,870529499.0
2021-02-02 09:15:00,14481.1,14731.7,14469.15,14647.85,914965201.0
2021-02-03 09:15:00,14754.9,14868.85,14574.15,14789.95,869477057.0
2021-02-04 09:15:00,14789.05,14913.7,14714.75,14895.65,884686389.0
2021-02-05 09:15:00,14952.6,15014.65,14864.75,14924.25,935629029.0
2021-02-08 09:15:00,15064.3,15159.9,15041.05,15115.8,671242715.0
2021-02-09 09:15:00,15164.15,15257.1,15064.3,15109.3,713279144.0
2021-02-10 09:15:00,15119.05,15168.25,14977.2,15106.5,624791126.0
2021-02-11 09:15:00,15073.25,15188.5,15065.4,15173.3,500122419.0
2021-02-12 09:15:00,15186.2,15243.5,15081.0,15163.3,571808809.0
2021-02-15 09:15:00,15270.3,15340.15,15243.4,15314.7,455959708.0
2021-02-16 09:15:00,15371.45,15431.75,15242.2,15313.45,648545305.0
2021-02-17 09:15:00,15279.9,15314.3,15170.75,15208.9,504767218.0
2021-02-18 09:15:00,15238.7,15250.75,15078.05,15118.95,770629566.0
2021-02-19 09:15:00,15074.8,15144.05,14898.2,14981.75,712213791.0
2021-02-22 09:15:00,14999.05,15010.1,14635.05,14675.7,609898463.0
2021-02-23 09:15:00,14782.25,14854.5,14651.85,14707.8,744092795.0
2021-02-24 09:15:00,14729.15,15008.8,14723.05,14982.0,403754680.0
2021-02-25 09:15:00,15079.85,15176.5,15065.35,15097.35,803883844.0
2021-02-26 09:15:00,14888.6,14919.45,14467.75,14529.15,1103644459.0
2021-03-01 09:15:00,14702.5,14806.8,14638.55,14761.55,507302969.0
2021-03-02 09:15:00,14865.3,14959.1,14760.8,14919.1,621723910.0
2021-03-03 09:15:00,15064.4,15273.15,14995.8,15245.6,544205570.0
2021-03-04 09:15:00,15026.75,15202.35,14980.2,15080.75,534850437.0
2021-03-05 09:15:00,14977.95,15092.35,14862.1,14938.1,640700383.0
2021-03-08 09:15:00,15002.45,15111.15,14919.9,14956.2,580308042.0
2021-03-09 09:15:00,15049.9,15126.85,14925.45,15098.4,675271279.0
2021-03-10 09:15:00,15202.15,15218.45,15100.85,15174.8,404585742.0
2021-03-12 09:15:00,15321.15,15336.3,14953.6,15030.95,493238845.0
2021-03-15 09:15:00,15048.4,15048.4,14745.85,14929.5,467473367.0
2021-03-16 09:15:00,14996.1,15051.6,14890.65,14910.45,437651341.0
2021-03-17 09:15:00,14946.55,14956.55,14696.05,14721.3,479352160.0
2021-03-18 09:15:00,14855.5,14875.2,14478.6,14557.85,542216913.0
2021-03-19 09:15:00,14471.15,14788.25,14350.1,14744.0,919178183.0
2021-03-22 09:15:00,14736.3,14763.9,14597.85,14736.4,458997072.0
2021-03-23 09:15:00,14768.55,14878.6,14707.0,14814.75,474150076.0
2021-03-24 09:15:00,14712.45,14752.35,14535.0,14549.4,456403517.0
2021-03-25 09:15:00,14570.9,14575.6,14264.4,14324.9,606821024.0
2021-03-26 09:15:00,14506.3,14572.9,14414.25,14507.3,481000849.0
2021-03-30 09:15:00,14628.5,14876.3,14617.6,14845.1,594520572.0
2021-03-31 09:15:00,14811.85,14813.75,14670.25,14690.7,436874707.0
2021-04-01 09:15:00,14798.4,14883.2,14692.45,14867.35,430028489.0
2021-04-05 09:15:00,14837.7,14849.85,14459.5,14637.8,500476674.0
2021-04-06 09:15:00,14737.0,14779.1,14573.9,14683.5,474211156.0
2021-04-07 09:15:00,14716.45,14879.8,14649.85,14819.05,476382003.0
2021-04-08 09:15:00,14875.65,14984.15,14821.1,14873.8,503728177.0
2021-04-09 09:15:00,14882.65,14918.45,14785.65,14834.85,498347606.0
2021-04-12 09:15:00,14644.65,14652.5,14248.7,14310.8,638475829.0
2021-04-13 09:15:00,14364.9,14528.9,14274.9,14504.8,588666044.0
2021-04-15 09:15:00,14522.4,14597.55,14353.2,14581.45,556851200.0
2021-04-16 09:15:00,14599.6,14697.7,14559.0,14617.85,568568775.0
2021-04-19 09:15:00,14306.6,14382.3,14191.4,14359.45,503142908.0
2021-04-20 09:15:00,14526.7,14526.95,14207.3,14296.4,456704721.0
2021-04-22 09:15:00,14219.15,14424.75,14151.4,14406.15,516985258.0
2021-04-23 09:15:00,14326.35,14461.15,14273.3,14341.35,476613607.0
2021-04-26 09:15:00,14449.45,14557.5,14421.3,14485.0,448533332.0
2021-04-27 09:15:00,14493.8,14667.55,14484.85,14653.05,442211697.0
2021-04-28 09:15:00,14710.5,14890.25,14694.95,14864.55,453990810.0
2021-04-29 09:15:00,14979.0,15044.35,14814.45,14894.9,511466668.0
2021-04-30 09:15:00,14747.35,14855.45,14601.7,14631.1,594744508.0
2021-05-03 09:15:00,14481.05,14673.85,14416.25,14634.15,443410842.0
2021-05-04 09:15:00,14687.25,14723.4,14461.5,14496.5,479657066.0
2021-05-05 09:15:00,14604.15,14637.9,14506.6,14617.85,437261074.0
2021-05-06 09:15:00,14668.35,14743.9,14611.5,14724.8,445281501.0
2021-05-07 09:15:00,14816.85,14863.05,14765.5,14823.15,483677274.0
2021-05-10 09:15:00,14928.25,14966.9,14892.5,14942.35,510598578.0
2021-05-11 09:15:00,14789.7,14900.0,14771.4,14850.75,616204468.0
2021-05-12 09:15:00,14823.55,14824.05,14649.7,14696.5,620318228.0
2021-05-14 09:15:00,14749.4,14749.65,14591.9,14677.8,602738590.0
2021-05-17 09:15:00,14756.25,14938.0,14725.35,14923.15,534516171.0
2021-05-18 09:15:00,15067.2,15137.25,15043.7,15108.1,571923104.0
2021-05-19 09:15:00,15058.6,15133.4,15008.85,15030.15,563293716.0
2021-05-20 09:15:00,15042.6,15069.8,14884.9,14906.05,467455672.0
2021-05-21 09:15:00,14987.8,15190.0,14985.85,15175.3,557730497.0
2021-05-24 09:15:00,15211.35,15256.25,15145.45,15197.7,566722888.0
2021-05-25 09:15:00,15291.75,15293.85,15163.4,15208.45,417323450.0
2021-05-26 09:15:00,15257.05,15319.9,15194.95,15301.45,377682035.0
2021-05-27 09:15:00,15323.95,15384.55,15272.5,15337.85,682374332.0
2021-05-28 09:15:00,15421.2,15469.65,15394.75,15435.65,455582450.0
2021-05-31 09:15:00,15437.75,15606.35,15374.0,15582.8,435999441.0
2021-06-01 09:15:00,15629.65,15660.75,15528.3,15574.85,409562317.0
2021-06-02 09:15:00,15520.35,15597.45,15459.85,15576.2,428641681.0
2021-06-03 09:15:00,15655.55,15705.1,15611.0,15690.35,410240582.0
2021-06-04 09:15:00,15712.5,15733.6,15622.35,15670.25,414162256.0
2021-06-07 09:15:00,15725.1,15773.45,15678.1,15751.65,393970057.0
2021-06-08 09:15:00,15773.9,15778.8,15680.0,15740.1,378164642.0
2021-06-09 09:15:00,15766.3,15800.45,15566.9,15635.35,457855730.0
2021-06-10 09:15:00,15692.1,15751.25,15648.5,15737.75,298297033.0
2021-06-11 09:15:00,15796.45,15835.55,15749.8,15799.35,363011310.0
2021-06-14 09:15:00,15791.4,15823.05,15606.5,15811.85,392862040.0
2021-06-15 09:15:00,15866.95,15901.6,15842.4,15869.25,323262808.0
2021-06-16 09:15:00,15847.5,15880.85,15742.6,15767.55,340191183.0
2021-06-17 09:15:00,15648.3,15769.35,15616.75,15691.4,357649252.0
2021-06-18 09:15:00,15756.5,15761.5,15450.9,15683.35,640821625.0
2021-06-21 09:15:00,15525.85,15765.15,15505.65,15746.5,351529992.0
2021-06-22 09:15:00,15840.5,15895.75,15752.1,15772.75,322237989.0
2021-06-23 09:15:00,15862.8,15862.95,15673.95,15686.95,287537005.0
2021-06-24 09:15:00,15737.3,15821.4,15702.7,15790.45,316662252.0
2021-06-25 09:15:00,15839.35,15870.8,15772.3,15860.35,314614383.0
2021-06-28 09:15:00,15915.35,15915.65,15792.15,15814.7,255099273.0
2021-06-29 09:15:00,15807.5,15835.9,15724.05,15748.45,360334721.0
2021-06-30 09:15:00,15776.9,15839.1,15708.75,15721.5,262386319.0
2021-07-01 09:15:00,15755.05,15755.55,15667.05,15680.0,224921649.0
2021-07-02 09:15:00,15705.85,15738.35,15635.95,15722.2,254808998.0
2021-07-05 09:15:00,15793.4,15845.95,15762.05,15834.35,207032156.0
2021-07-06 09:15:00,15813.75,15914.2,15801.0,15818.25,391410745.0
2021-07-07 09:15:00,15819.6,15893.55,15779.7,15879.65,329308635.0
2021-07-08 09:15:00,15855.4,15885.75,15682.9,15727.9,307928498.0
2021-07-09 09:15:00,15688.25,15730.85,15632.75,15689.8,243249365.0
2021-07-12 09:15:00,15766.8,15789.2,15644.75,15692.6,216272486.0
2021-07-13 09:15:00,15794.0,15820.8,15744.6,15812.35,246676554.0
2021-07-14 09:15:00,15808.7,15877.35,15764.2,15853.95,239924347.0
2021-07-15 09:15:00,15872.15,15952.35,15855.0,15924.2,284851044.0
2021-07-16 09:15:00,15958.35,15962.25,15882.6,15923.4,276298105.0
2021-07-19 09:15:00,15754.5,15836.9,15707.5,15752.4,242131812.0
2021-07-20 09:15:00,15703.95,15728.45,15578.55,15632.1,274284167.0
2021-07-22 09:15:00,15736.6,15834.8,15726.4,15824.05,265250865.0
2021-07-23 09:15:00,15856.8,15899.8,15768.4,15856.05,294098239.0
2021-07-26 09:15:00,15849.3,15893.35,15797.0,15824.45,267076682.0
2021-07-27 09:15:00,15860.5,15881.55,15701.0,15746.45,311012065.0
2021-07-28 09:15:00,15761.55,15767.5,15513.45,15709.4,318601593.0
2021-07-29 09:15:00,15762.7,15817.35,15737.8,15778.45,401584914.0
2021-07-30 09:15:00,15800.6,15862.8,15744.85,15763.05,400021226.0
2021-08-02 09:15:00,15874.9,15892.9,15834.65,15885.15,244847428.0
2021-08-03 09:15:00,15951.55,16146.9,15914.35,16130.75,341289665.0
2021-08-04 09:15:00,16195.25,16290.2,16176.15,16258.8,427337646.0
2021-08-05 09:15:00,16288.95,16349.45,16210.3,16294.6,418174501.0
2021-08-06 09:15:00,16304.4,16336.75,16223.3,16238.2,320087294.0
2021-08-09 09:15:00,16281.35,16320.75,16179.05,16258.25,240452911.0
2021-08-10 09:15:00,16274.8,16359.25,16202.25,16280.1,287989498.0
2021-08-11 09:15:00,16327.3,16338.75,16162.55,16282.25,277895873.0
2021-08-12 09:15:00,16303.65,16375.5,16286.9,16364.4,280181309.0
2021-08-13 09:15:00,16385.699,16543.6,16376.3,16529.1,321866301.0
2021-08-16 09:15:00,16518.4,16589.4,16480.75,16563.051,254049337.0
2021-08-17 09:15:00,16545.25,16628.551,16495.4,16614.6,297388474.0
2021-08-18 09:15:00,16691.949,16701.85,16535.85,16568.85,251796816.0
2021-08-20 09:15:00,16382.5,16509.551,16376.05,16450.5,350819320.0
2021-08-23 09:15:00,16592.25,16592.5,16395.699,16496.449,275597787.0
2021-08-24 09:15:00,16561.4,16647.1,16495.301,16624.6,275362808.0
2021-08-25 09:15:00,16654.0,16712.449,16617.5,16634.65,265920135.0
2021-08-26 09:15:00,16627.949,16683.699,16603.4,16636.9,253530997.0
2021-08-27 09:15:00,16642.551,16722.051,16565.6,16705.199,217405735.0
2021-08-30 09:15:00,16775.85,16951.5,16764.85,16931.051,283483111.0
2021-08-31 09:15:00,16947.5,17153.5,16915.85,17132.199,464390259.0
2021-09-01 09:15:00,17185.6,17225.75,17055.051,17076.25,301894631.0
2021-09-02 09:15:00,17095.4,17245.5,17059.699,17234.15,242377523.0
2021-09-03 09:15:00,17262.449,17340.1,17212.199,17323.6,261373788.0
2021-09-06 09:15:00,17399.35,17429.551,17345.551,17377.801,228045537.0
2021-09-07 09:15:00,17401.551,17436.5,17287.0,17362.1,243417809.0
2021-09-08 09:15:00,17375.75,17383.4,17254.199,17353.5,252652421.0
2021-09-09 09:15:00,17312.85,17379.65,17302.699,17369.25,241509351.0
2021-09-13 09:15:00,17363.551,17378.35,17269.15,17355.301,241053925.0
2021-09-14 09:15:00,17420.35,17438.551,17367.051,17380.0,230354387.0
2021-09-15 09:15:00,17387.65,17532.699,17386.9,17519.449,388191617.0
2021-09-16 09:15:00,17539.199,17644.6,17510.449,17629.5,503310778.0
2021-09-17 09:15:00,17709.65,17792.949,17537.65,17585.15,508285911.0
2021-09-20 09:15:00,17443.85,17622.75,17361.801,17396.9,339102040.0
2021-09-21 09:15:00,17450.5,17578.35,17326.1,17562.0,363578491.0
2021-09-22 09:15:00,17580.9,17610.449,17524.0,17546.65,295191151.0
2021-09-23 09:15:00,17670.85,17843.9,17646.551,17822.949,320514490.0
2021-09-24 09:15:00,17897.449,17947.65,17819.4,17853.199,360130839.0
2021-09-27 09:15:00,17932.199,17943.5,17802.9,17855.1,295714652.0
2021-09-28 09:15:00,17906.449,17912.85,17576.1,17748.6,397997277.0
2021-09-29 09:15:00,17657.949,17781.75,17608.15,17711.301,562237735.0
2021-09-30 09:15:00,17718.9,17742.15,17585.35,17618.15,378592723.0
2021-10-01 09:15:00,17531.9,17557.15,17452.9,17532.051,305763910.0
2021-10-04 09:15:00,17615.551,17750.9,17581.35,17691.25,295761838.0
2021-10-05 09:15:00,17661.35,17833.449,17640.9,17822.301,427000201.0
2021-10-06 09:15:00,17861.5,17884.6,17613.15,17646.0,395833541.0
2021-10-07 09:15:00,17810.551,17857.551,17763.801,17790.35,419890954.0
2021-10-08 09:15:00,17886.85,17941.85,17840.35,17895.199,324066345.0
2021-10-11 09:15:00,17867.551,18041.949,17839.1,17945.949,375756456.0
2021-10-12 09:15:00,17915.801,18008.65,17864.949,17991.949,355568321.0
2021-10-13 09:15:00,18097.85,18197.801,18050.75,18161.75,506679755.0
2021-10-14 09:15:00,18272.85,18350.75,18248.699,18338.551,538714439.0
2021-10-18 09:15:00,18500.1,18543.15,18445.301,18477.051,469883519.0
2021-10-19 09:15:00,18602.35,18604.449,18377.699,18418.75,368230302.0
2021-10-20 09:15:00,18439.9,18458.301,18209.35,18266.6,371276481.0
2021-10-21 09:15:00,18382.699,18384.199,18048.0,18178.1,365902004.0
2021-10-22 09:15:00,18230.699,18314.25,18034.35,18114.9,324748083.0
2021-10-25 09:15:00,18229.5,18241.4,17968.5,18125.4,418703639.0
2021-10-26 09:15:00,18154.5,18310.449,18099.301,18268.4,341377876.0
2021-10-27 09:15:00,18295.85,18342.051,18167.9,18210.949,335248491.0
2021-10-28 09:15:00,18187.65,18190.699,17799.449,17857.25,374205776.0
2021-10-29 09:15:00,17833.051,17915.85,17613.1,17671.65,336466870.0
2021-11-01 09:15:00,17783.15,17954.1,17697.1,17929.65,281190138.0
2021-11-02 09:15:00,17970.9,18012.25,17847.6,17888.949,296442004.0
2021-11-03 09:15:00,17947.949,17988.75,17757.949,17829.199,330995991.0
2021-11-04 18:00:00,17935.051,17947.551,17900.6,17916.801,48515006.0
2021-11-08 09:15:00,18040.199,18087.801,17836.1,18068.551,338919489.0
2021-11-09 09:15:00,18084.35,18112.6,17983.051,18044.25,270197522.0
2021-11-10 09:15:00,17973.449,18061.25,17915.0,18017.199,261446516.0
2021-11-11 09:15:00,17967.449,17971.35,17798.199,17873.6,232121155.0
2021-11-12 09:15:00,17977.6,18123.0,17905.9,18102.75,249111904.0
2021-11-15 09:15:00,18140.949,18210.15,18071.301,18109.449,280428642.0
2021-11-16 09:15:00,18127.051,18132.65,17958.801,17999.199,267431821.0
2021-11-17 09:15:00,17939.35,18022.65,17879.25,17898.65,295715930.0
2021-11-18 09:15:00,17890.551,17945.6,17688.5,17764.801,278425141.0
2021-11-22 09:15:00,17796.25,17805.25,17280.449,17416.551,356400431.0
2021-11-23 09:15:00,17281.75,17553.699,17216.1,17503.35,308843249.0
2021-11-24 09:15:00,17550.051,17600.6,17354.0,17415.051,298052157.0
2021-11-25 09:15:00,17417.301,17564.35,17351.699,17536.25,255947030.0
2021-11-26 09:15:00,17338.75,17355.4,16985.699,17026.449,356330012.0
2021-11-29 09:15:00,17055.801,17160.699,16782.4,17053.949,348888760.0
2021-11-30 09:15:00,17051.15,17324.65,16931.4,16983.199,497999839.0
2021-12-01 09:15:00,17104.4,17213.051,17064.25,17166.9,295542128.0
2021-12-02 09:15:00,17183.199,17420.35,17149.301,17401.65,279867490.0
2021-12-03 09:15:00,17424.9,17489.801,17180.801,17196.699,292526489.0
2021-12-06 09:15:00,17209.051,17216.75,16891.699,16912.25,231716683.0
2021-12-07 09:15:00,17044.1,17251.65,16987.75,17176.699,254144217.0
2021-12-08 09:15:00,17315.25,17484.6,17308.949,17469.75,257791950.0
2021-12-09 09:15:00,17524.4,17543.25,17379.6,17516.85,237170278.0
2021-12-10 09:15:00,17476.051,17534.35,17405.25,17511.301,204467486.0
2021-12-13 09:15:00,17619.1,17639.5,17355.949,17368.25,256560529.0
2021-12-14 09:15:00,17283.199,17376.199,17225.801,17324.9,270965587.0
2021-12-15 09:15:00,17323.65,17351.199,17192.199,17221.4,214972104.0
2021-12-16 09:15:00,17373.0,17379.35,17184.949,17248.4,219496071.0
2021-12-17 09:15:00,17276.0,17298.15,16966.449,16985.199,354591375.0
2021-12-20 09:15:00,16824.25,16840.1,16410.199,16614.199,330614079.0
2021-12-21 09:15:00,16773.15,16936.4,16688.25,16770.85,241030840.0
2021-12-22 09:15:00,16865.551,16971.0,16819.5,16955.449,207946104.0
2021-12-23 09:15:00,17066.801,17118.65,17015.551,17072.6,196965302.0
2021-12-24 09:15:00,17149.5,17155.6,16909.6,17003.75,182564831.0
2021-12-27 09:15:00,16937.75,17112.051,16833.199,17086.25,144777461.0
2021-12-28 09:15:00,17177.6,17250.25,17161.15,17233.25,176026107.0
2021-12-29 09:15:00,17220.1,17285.949,17176.65,17213.6,161679425.0
2021-12-30 09:15:00,17201.449,17264.051,17146.35,17203.949,320831684.0
2021-12-31 09:15:00,17244.5,17400.801,17238.5,17354.051,167025721.0
2022-01-03 09:15:00,17387.15,17646.65,17383.301,17625.699,200456437.0
2022-01-04 09:15:00,17681.4,17827.6,17593.551,17805.25,247437475.0
2022-01-05 09:15:00,17820.1,17944.699,17748.85,17925.25,251460042.0
2022-01-06 09:15:00,17768.5,17797.949,17655.551,17745.9,236454821.0
